number,Date,date1,total_cost,subtotal,country,total_payed,excise_tax,free_shipping,Margin $,Margin %
#223129,2/25/2021,2/25/2021,25.5,64.39,US,69.21,0,FALSE,36.1216,56.10%
#223128,2/25/2021,2/25/2021,140,308.8,US,339.17,0,TRUE,155.2332,50.27%
#223127,2/25/2021,2/25/2021,15.99,39.6,US,43.57,0,FALSE,21.8672,55.22%
#223126,2/25/2021,2/25/2021,13.5,25.52,US,29.49,0,FALSE,10.8404,42.48%
#223125,2/25/2021,2/25/2021,16.48,31.21,US,38.09,0,FALSE,13.2064,42.31%
#223124,2/25/2021,2/25/2021,28.9,59.04,US,62.73,0,FALSE,27.6308,46.80%
#223123,2/25/2021,2/25/2021,26.1,51.66,US,55.63,0,FALSE,23.3348,45.17%
#223122,2/25/2021,2/25/2021,22.5,41.98,US,45.95,0,FALSE,17.642,42.02%
#223121,2/25/2021,2/25/2021,25.5,47.09,US,55.08,0,FALSE,19.3868,41.17%
#223120,2/25/2021,2/25/2021,10.98,19.93,US,24.72,0,FALSE,7.9612,39.95%
#223119,2/25/2021,2/25/2021,7,11.23,US,15.2,0,FALSE,3.622,32.25%
#223118,2/25/2021,2/25/2021,18.75,29.97,US,33.94,0,FALSE,9.8624,32.91%
#223117,2/25/2021,2/25/2021,16.5,25.52,US,29.2,0,FALSE,7.852,30.77%
#223116,2/25/2021,2/25/2021,18.8,37.99,US,41.96,0,FALSE,17.5116,46.10%
#223115,2/25/2021,2/25/2021,7,13.09,US,16.68,0,FALSE,5.4228,41.43%
#223113,2/25/2021,2/25/2021,7.5,13.09,US,16.41,0,FALSE,4.9336,37.69%
#223112,2/25/2021,2/25/2021,13.5,27.05,US,30.37,0,FALSE,12.3352,45.60%
#223111,2/25/2021,2/25/2021,4.5,13.36,US,16.95,0,FALSE,8.182,61.24%
#223110,2/25/2021,2/25/2021,85,134.27,US,142.26,0,TRUE,43.5796,32.46%
#223109,2/25/2021,2/25/2021,45.1,71.58,QA,92.77,0,FALSE,22.7692,31.81%
#223108,2/25/2021,2/25/2021,40,9.83,US,12.98,0,FALSE,-30.6892,-312.20%
#223107,2/25/2021,2/25/2021,20.4,41.3,US,49.29,0,FALSE,18.9284,45.83%
#223106,2/25/2021,2/25/2021,55,82.66,US,82.66,0,TRUE,24.3536,29.46%
#223105,2/25/2021,2/25/2021,14.4,24.12,US,27.71,0,FALSE,8.6116,35.70%
#223104,2/25/2021,2/25/2021,12.5,21.14,US,26.54,0,FALSE,7.5784,35.85%
#223103,2/25/2021,2/25/2021,18.75,34.86,US,41.21,0,FALSE,14.4616,41.48%
#223101,2/25/2021,2/25/2021,11,17.33,US,20.95,0,FALSE,5.492,31.69%
#223098,2/25/2021,2/25/2021,25.5,35.12,US,41.28,0,FALSE,7.9688,22.69%
#223097,2/25/2021,2/25/2021,19,31.29,US,36.11,0,FALSE,10.8456,34.66%
#223094,2/25/2021,2/25/2021,26.75,50.64,US,58.14,0,FALSE,21.5644,42.58%
#223093,2/24/2021,2/24/2021,15.75,24.22,US,27.54,0,FALSE,7.3684,30.42%
#223092,2/24/2021,2/24/2021,32.5,51.93,US,59.92,0,FALSE,17.0332,32.80%
#223091,2/24/2021,2/24/2021,26,41.76,US,49.75,0,FALSE,13.77,32.97%
#223089,2/24/2021,2/24/2021,42.55,92.29,US,92.29,0,TRUE,46.0484,49.90%
#223088,2/24/2021,2/24/2021,6.25,11.97,US,15.29,0,FALSE,5.1084,42.68%
#223087,2/24/2021,2/24/2021,0,21.98,US,25.3,0,FALSE,20.968,95.40%
#223084,2/24/2021,2/24/2021,5.5,12.23,US,15.68,0,FALSE,6.1028,49.90%
#223083,2/24/2021,2/24/2021,0,43.74,US,47.71,0,FALSE,41.8316,95.64%
#223082,2/24/2021,2/24/2021,0,21.35,US,24.94,0,FALSE,20.3524,95.33%
#223080,2/24/2021,2/24/2021,33,49.97,US,55.8,0,FALSE,14.738,29.49%
#223079,2/24/2021,2/24/2021,14.1,21.57,US,26.48,0,FALSE,6.4108,29.72%
#223078,2/24/2021,2/24/2021,23.5,38.61,US,42.85,0,FALSE,13.396,34.70%
#223077,2/24/2021,2/24/2021,56,113.7,US,113.7,0,TRUE,53.152,46.75%
#223076,2/24/2021,2/24/2021,12,26.68,US,30.36,0,FALSE,13.4656,50.47%
#223075,2/24/2021,2/24/2021,32.28,64.77,US,70.93,0,FALSE,29.6528,45.78%
#223074,2/24/2021,2/24/2021,0,42.2,US,49.08,0,FALSE,40.2368,95.35%
#223073,2/24/2021,2/24/2021,88,161.46,QA,183.68,0,TRUE,66.1128,40.95%
#223072,2/24/2021,2/24/2021,55,111.78,US,111.78,0,TRUE,52.3088,46.80%
#223071,2/24/2021,2/24/2021,10,17.84,US,21.29,0,FALSE,6.9884,39.17%
#223070,2/24/2021,2/24/2021,18,23.96,US,27.93,0,FALSE,4.8428,20.21%
#223069,2/24/2021,2/24/2021,8.11,13.99,US,17.58,0,FALSE,5.1768,37.00%
#223068,2/24/2021,2/24/2021,13.5,25.32,US,28.91,0,FALSE,10.6636,42.12%
#223067,2/24/2021,2/24/2021,7.85,11.99,US,15.58,0,FALSE,3.5168,29.33%
#223066,2/24/2021,2/24/2021,18.85,35.47,US,39.44,0,FALSE,15.0424,42.41%
#223065,2/24/2021,2/24/2021,7,13.96,US,17.17,0,FALSE,6.2732,44.94%
#223064,2/24/2021,2/24/2021,7.5,12.95,US,16.54,0,FALSE,4.7884,36.98%
#223063,2/24/2021,2/24/2021,15.7,23.02,US,26.61,0,FALSE,6.2556,27.17%
#223062,2/24/2021,2/24/2021,6,11.73,US,15.18,0,FALSE,5.1228,43.67%
#223061,2/24/2021,2/24/2021,29.5,49.64,US,53.61,0,FALSE,17.9956,36.25%
#223060,2/24/2021,2/24/2021,31.2,64.84,US,68.46,0,FALSE,30.9016,47.66%
#223059,2/24/2021,2/24/2021,87.5,129.36,QA,153.13,0,TRUE,35.7348,27.62%
#223058,2/24/2021,2/24/2021,110,205.42,US,205.42,0,TRUE,87.2032,42.45%
#223056,2/24/2021,2/24/2021,7,12.57,US,16.16,0,FALSE,4.9236,39.17%
#223055,2/24/2021,2/24/2021,16.5,34.94,US,39.61,0,FALSE,16.8556,48.24%
#223054,2/24/2021,2/24/2021,73.84,131.49,US,131.49,0,TRUE,52.3904,39.84%
#223053,2/24/2021,2/24/2021,15.7,20.72,US,28.71,0,FALSE,3.8716,18.69%
#223052,2/24/2021,2/24/2021,105,141.38,US,141.38,0,TRUE,30.7248,21.73%
#223051,2/24/2021,2/24/2021,13,21.33,US,25.13,0,FALSE,7.3248,34.34%
#223050,2/24/2021,2/24/2021,7.5,41.5,US,45.47,0,FALSE,32.1812,77.55%
#223049,2/24/2021,2/24/2021,10.98,17.94,US,21.53,0,FALSE,6.0988,34.00%
#223048,2/24/2021,2/24/2021,7.25,13.96,US,17.41,0,FALSE,6.0136,43.08%
#223047,2/24/2021,2/24/2021,28.39,51.81,US,55.78,0,FALSE,21.1888,40.90%
#223046,2/24/2021,2/24/2021,17.23,27.86,US,31.83,0,FALSE,9.3568,33.59%
#223045,2/24/2021,2/24/2021,49.1,87.4,US,92.22,0,TRUE,34.6112,39.60%
#223044,2/24/2021,2/24/2021,12.5,23.94,US,27.53,0,FALSE,10.3388,43.19%
#223043,2/24/2021,2/24/2021,21,37.31,US,45.3,0,FALSE,14.498,38.86%
#223042,2/24/2021,2/24/2021,123.13,244.52,US,244.52,0,TRUE,111.6092,45.64%
#223041,2/24/2021,2/24/2021,10.6,28.15,US,33.57,0,FALSE,16.2072,57.57%
#223040,2/24/2021,2/24/2021,52.04,106.98,US,114.97,0,TRUE,50.3412,47.06%
#223039,2/24/2021,2/24/2021,14,67.33,US,72.15,0,FALSE,50.444,74.92%
#223038,2/24/2021,2/24/2021,21.5,47.2,US,51.17,0,FALSE,23.6532,50.11%
#223037,2/24/2021,2/24/2021,22,45.98,US,49.66,0,FALSE,21.9936,47.83%
#223036,2/24/2021,2/24/2021,30.75,48.74,US,56.73,0,FALSE,15.7208,32.25%
#223035,2/24/2021,2/24/2021,29.38,73.97,US,80.13,0,FALSE,41.3848,55.95%
#223034,2/24/2021,2/24/2021,49.5,100.93,US,100.93,0,TRUE,47.3928,46.96%
#223033,2/24/2021,2/24/2021,13.6,26.57,US,30.02,0,FALSE,11.7692,44.30%
#223032,2/24/2021,2/24/2021,91,150.33,US,158.32,0,TRUE,52.9972,35.25%
#223031,2/24/2021,2/24/2021,21.5,28.47,US,32.44,0,FALSE,5.6724,19.92%
#223030,2/24/2021,2/24/2021,28.55,47.26,US,51.23,0,FALSE,16.6608,35.25%
#223029,2/24/2021,2/24/2021,28.65,48.75,US,54.91,0,FALSE,17.9036,36.73%
#223028,2/24/2021,2/24/2021,22,47.94,US,51.91,0,FALSE,23.8636,49.78%
#223027,2/24/2021,2/24/2021,44,64.84,AU,89.27,0,FALSE,17.2692,26.63%
#223026,2/24/2021,2/24/2021,15,25.13,US,28.72,0,FALSE,8.9812,35.74%
#223025,2/24/2021,2/24/2021,25.95,63.87,US,67.84,0,FALSE,35.2064,55.12%
#223024,2/24/2021,2/24/2021,14,22.46,US,29.9,0,FALSE,7.264,32.34%
#223023,2/24/2021,2/24/2021,21.5,25.63,US,29.32,0,FALSE,2.9572,11.54%
#223022,2/24/2021,2/24/2021,16,32.55,US,36.24,0,FALSE,15.1004,46.39%
#223021,2/24/2021,2/24/2021,13,26.24,US,29.83,0,FALSE,12.0468,45.91%
#223020,2/24/2021,2/24/2021,11.5,27.92,US,33.95,0,FALSE,15.062,53.95%
#223019,2/24/2021,2/24/2021,44,74.35,US,79.78,0,FALSE,27.1588,36.53%
#223018,2/24/2021,2/24/2021,13.75,23.46,US,29.08,0,FALSE,8.5468,36.43%
#223017,2/24/2021,2/24/2021,44.9,98.45,US,106.44,0,TRUE,49.2924,50.07%
#223016,2/24/2021,2/24/2021,42,83.09,US,91.08,0,TRUE,37.4468,45.07%
#223015,2/24/2021,2/24/2021,25.29,39.32,US,42.91,0,FALSE,12.3136,31.32%
#223014,2/24/2021,2/24/2021,4.85,14.19,US,17.78,0,FALSE,8.6288,60.81%
#223013,2/24/2021,2/24/2021,25.5,37.21,US,40.9,0,FALSE,10.074,27.07%
#223012,2/24/2021,2/24/2021,54.25,100.22,AU,124.65,0,TRUE,40.984,40.89%
#223011,2/24/2021,2/24/2021,78,124.31,US,132.3,0,TRUE,41.018,33.00%
#223010,2/24/2021,2/24/2021,16.5,39.87,US,44.38,0,FALSE,21.5948,54.16%
#223009,2/24/2021,2/24/2021,24.75,34.99,US,38.96,0,FALSE,8.6816,24.81%
#223008,2/24/2021,2/24/2021,6.25,11.97,US,16.5,0,FALSE,5.06,42.27%
#223007,2/24/2021,2/24/2021,56,118.48,US,118.48,0,TRUE,57.7408,48.73%
#223006,2/24/2021,2/24/2021,31.5,73.14,US,77.81,0,FALSE,38.5276,52.68%
#223005,2/24/2021,2/24/2021,22.2,46.71,US,55.43,0,FALSE,22.2928,47.73%
#223004,2/24/2021,2/24/2021,16.5,34.86,US,38.54,0,FALSE,16.8184,48.25%
#223003,2/24/2021,2/24/2021,11,12.58,US,16.38,0,FALSE,0.9248,7.35%
#223002,2/24/2021,2/24/2021,13,23.69,US,29.23,0,FALSE,9.5208,40.19%
#223001,2/24/2021,2/24/2021,12,26.8,US,30.49,0,FALSE,13.5804,50.67%
#223000,2/24/2021,2/24/2021,42,63.84,US,68.66,0,FALSE,19.0936,29.91%
#222999,2/24/2021,2/24/2021,0,121.1,US,129.09,0,TRUE,115.9364,95.74%
#222998,2/24/2021,2/24/2021,42,73.04,US,77.86,0,FALSE,27.9256,38.23%
#222997,2/24/2021,2/24/2021,7.85,11.99,US,16.24,0,FALSE,3.4904,29.11%
#222996,2/24/2021,2/24/2021,43.5,83.87,US,83.87,0,TRUE,37.0152,44.13%
#222995,2/24/2021,2/24/2021,54.38,84.54,US,84.54,0,TRUE,26.7784,31.68%
#222994,2/24/2021,2/24/2021,6.25,33.95,US,37.92,0,FALSE,26.1832,77.12%
#222993,2/24/2021,2/24/2021,66,97.81,US,97.81,0,TRUE,27.8976,28.52%
#222992,2/24/2021,2/24/2021,12.5,23.48,US,26.93,0,FALSE,9.9028,42.18%
#222991,2/24/2021,2/24/2021,188.25,421.02,US,459.55,0,TRUE,214.388,50.92%
#222990,2/24/2021,2/24/2021,16,29.12,US,33.94,0,FALSE,11.7624,40.39%
#222989,2/24/2021,2/24/2021,3.58,14.24,US,17.83,0,FALSE,9.9468,69.85%
#222988,2/24/2021,2/24/2021,13,27.68,US,31.27,0,FALSE,13.4292,48.52%
#222987,2/24/2021,2/24/2021,16,14.24,US,17.39,0,FALSE,-2.4556,-17.24%
#222986,2/24/2021,2/24/2021,35,54.32,US,62.31,0,FALSE,16.8276,30.98%
#222985,2/24/2021,2/24/2021,93.28,159.22,US,159.22,0,TRUE,59.5712,37.41%
#222984,2/24/2021,2/24/2021,90.8,175.3,US,188.01,0,TRUE,76.9796,43.91%
#222983,2/24/2021,2/24/2021,45.62,78.47,US,82.44,0,TRUE,29.5524,37.66%
#222982,2/24/2021,2/24/2021,27.5,51.47,US,55.98,0,FALSE,21.7308,42.22%
#222981,2/24/2021,2/24/2021,80.75,129.84,US,129.84,0,TRUE,43.8964,33.81%
#222980,2/24/2021,2/24/2021,6.8,40.42,US,48.41,0,FALSE,31.6836,78.39%
#222979,2/24/2021,2/24/2021,6.75,13.28,US,16.6,0,FALSE,5.866,44.17%
#222978,2/24/2021,2/24/2021,30,44.27,US,47.86,0,FALSE,12.3556,27.91%
#222977,2/24/2021,2/24/2021,44.88,73.82,US,81.81,0,FALSE,25.6676,34.77%
#222976,2/24/2021,2/24/2021,16.5,25.52,US,29.49,0,FALSE,7.8404,30.72%
#222975,2/24/2021,2/24/2021,7.5,40.69,US,44.66,0,FALSE,31.4036,77.18%
#222974,2/24/2021,2/24/2021,54,67.78,US,75.77,0,FALSE,10.7492,15.86%
#222972,2/24/2021,2/24/2021,0,22.78,US,26.37,0,FALSE,21.7252,95.37%
#222971,2/24/2021,2/24/2021,6,13.27,US,16.86,0,FALSE,6.5956,49.70%
#222970,2/24/2021,2/24/2021,36.55,58.4,US,66.52,0,FALSE,19.1892,32.86%
#222969,2/24/2021,2/24/2021,4.5,7.69,US,10.9,0,FALSE,2.754,35.81%
#222968,2/24/2021,2/24/2021,24.8,42.45,US,46.25,0,FALSE,15.8,37.22%
#222967,2/24/2021,2/24/2021,30,55.96,US,59.93,0,FALSE,23.5628,42.11%
#222966,2/24/2021,2/24/2021,7,24.24,US,27.83,0,FALSE,16.1268,66.53%
#222965,2/24/2021,2/24/2021,59.58,129.98,US,139.4,0,TRUE,64.824,49.87%
#222962,2/24/2021,2/24/2021,14,25.13,US,28.72,0,FALSE,9.9812,39.72%
#222961,2/24/2021,2/24/2021,15.75,39.47,US,43.06,0,FALSE,21.9976,55.73%
#222960,2/24/2021,2/24/2021,7,13.09,US,16.54,0,FALSE,5.4284,41.47%
#222959,2/24/2021,2/24/2021,35,47.13,US,53.87,0,FALSE,9.9752,21.17%
#222958,2/24/2021,2/24/2021,15.5,28.48,US,32.99,0,FALSE,11.6604,40.94%
#222957,2/24/2021,2/24/2021,90,134.54,US,142.53,0,TRUE,38.8388,28.87%
#222956,2/24/2021,2/24/2021,14,25.13,US,28.45,0,FALSE,9.992,39.76%
#222955,2/24/2021,2/24/2021,11,23.48,US,27.07,0,FALSE,11.3972,48.54%
#222954,2/24/2021,2/24/2021,12.5,22.98,US,26.3,0,FALSE,9.428,41.03%
#222953,2/24/2021,2/24/2021,0,106.5,US,114.22,0,TRUE,101.9312,95.71%
#222952,2/24/2021,2/24/2021,28,53.5,US,57.47,0,FALSE,23.2012,43.37%
#222951,2/24/2021,2/24/2021,37.5,66.79,US,71.61,0,FALSE,26.4256,39.57%
#222950,2/24/2021,2/24/2021,17,28.59,US,33.26,0,FALSE,10.2596,35.89%
#222949,2/24/2021,2/24/2021,22.5,37.82,US,41.79,0,FALSE,13.6484,36.09%
#222948,2/24/2021,2/24/2021,26.25,113.06,US,124.65,0,TRUE,81.824,72.37%
#222947,2/24/2021,2/24/2021,24,42.45,US,46.42,0,FALSE,16.5932,39.09%
#222946,2/24/2021,2/24/2021,40.75,80.59,US,80.59,0,TRUE,36.6164,45.44%
#222945,2/24/2021,2/24/2021,16.5,34.86,US,38.83,0,FALSE,16.8068,48.21%
#222943,2/24/2021,2/24/2021,24,42.71,US,46.39,0,FALSE,16.8544,39.46%
#222942,2/24/2021,2/24/2021,28,55.99,US,63.98,0,FALSE,25.4308,45.42%
#222941,2/24/2021,2/24/2021,35,65.26,US,70.08,0,FALSE,27.4568,42.07%
#222940,2/24/2021,2/24/2021,74.53,131.3,US,131.3,0,TRUE,51.518,39.24%
#222939,2/24/2021,2/24/2021,82.5,148.6,QA,170.82,0,TRUE,59.2672,39.88%
#222938,2/24/2021,2/24/2021,22,42.27,US,50.19,0,FALSE,18.2624,43.20%
#222936,2/24/2021,2/24/2021,15.18,75.93,US,75.93,0,TRUE,57.7128,76.01%
#222935,2/24/2021,2/24/2021,49,78.99,US,78.99,0,TRUE,26.8304,33.97%
#222933,2/24/2021,2/24/2021,17.5,35.71,US,39.68,0,FALSE,16.6228,46.55%
#222932,2/24/2021,2/24/2021,16.5,26.71,US,30.3,0,FALSE,8.998,33.69%
#222929,2/24/2021,2/24/2021,20.5,37.32,US,41.83,0,FALSE,15.1468,40.59%
#222928,2/23/2021,2/23/2021,103.5,111.11,US,111.11,0,TRUE,3.1656,2.85%
#222927,2/23/2021,2/23/2021,124.94,205.28,US,213.27,0,TRUE,71.8092,34.98%
#222926,2/23/2021,2/23/2021,17,29.14,US,33.96,0,FALSE,10.7816,37.00%
#222925,2/23/2021,2/23/2021,12.5,26.76,US,29.97,0,FALSE,13.0612,48.81%
#222923,2/23/2021,2/23/2021,7,16.75,US,20.07,0,FALSE,8.9472,53.42%
#222922,2/23/2021,2/23/2021,22.78,39.65,US,47.31,0,FALSE,14.9776,37.77%
#222921,2/23/2021,2/23/2021,67,87.95,US,95.94,0,TRUE,17.1124,19.46%
#222920,2/23/2021,2/23/2021,18.75,30.7,US,34.67,0,FALSE,10.5632,34.41%
#222919,2/23/2021,2/23/2021,0,39.79,US,44.03,0,FALSE,38.0288,95.57%
#222918,2/23/2021,2/23/2021,200,291.19,US,291.19,0,TRUE,79.5424,27.32%
#222917,2/23/2021,2/23/2021,35.75,54.62,US,62.61,0,FALSE,16.3656,29.96%
#222916,2/23/2021,2/23/2021,15.83,33.17,US,39.43,0,FALSE,15.7628,47.52%
#222915,2/23/2021,2/23/2021,5.5,12.23,US,15.68,0,FALSE,6.1028,49.90%
#222914,2/23/2021,2/23/2021,14.25,40.44,US,44.03,0,FALSE,24.4288,60.41%
#222912,2/23/2021,2/23/2021,14.75,29.62,US,33.07,0,FALSE,13.5472,45.74%
#222911,2/23/2021,2/23/2021,44.8,77.87,US,77.87,0,TRUE,29.9552,38.47%
#222910,2/23/2021,2/23/2021,66.38,88.99,US,96.98,0,TRUE,18.7308,21.05%
#222909,2/23/2021,2/23/2021,15,26.42,US,29.87,0,FALSE,10.2252,38.70%
#222908,2/23/2021,2/23/2021,17,21.51,US,27.59,0,FALSE,3.4064,15.84%
#222907,2/23/2021,2/23/2021,5.5,12.23,US,15.68,0,FALSE,6.1028,49.90%
#222906,2/23/2021,2/23/2021,72,157.54,QA,179.76,0,TRUE,78.3496,49.73%
#222905,2/23/2021,2/23/2021,61.21,125.07,US,133.06,0,TRUE,58.5376,46.80%
#222904,2/23/2021,2/23/2021,37.5,62.64,US,70.63,0,FALSE,22.3148,35.62%
#222903,2/23/2021,2/23/2021,13,23.69,US,28.51,0,FALSE,9.5496,40.31%
#222902,2/23/2021,2/23/2021,6.25,10.78,US,14.37,0,FALSE,3.9552,36.69%
#222901,2/23/2021,2/23/2021,59.95,104.82,US,112.81,0,TRUE,40.3576,38.50%
#222900,2/23/2021,2/23/2021,31.25,56.44,US,64.43,0,FALSE,22.6128,40.07%
#222899,2/23/2021,2/23/2021,112,143.86,QA,166.08,0,TRUE,25.2168,17.53%
#222898,2/23/2021,2/23/2021,15,25.48,US,30.65,0,FALSE,9.254,36.32%
#222897,2/23/2021,2/23/2021,0,21.98,US,25.57,0,FALSE,20.9572,95.35%
#222896,2/23/2021,2/23/2021,30.85,65.49,US,73.48,0,FALSE,31.7008,48.41%
#222895,2/23/2021,2/23/2021,16.55,26.71,US,30.03,0,FALSE,8.9588,33.54%
#222893,2/23/2021,2/23/2021,58.5,101.58,US,101.58,0,TRUE,39.0168,38.41%
#222892,2/23/2021,2/23/2021,16.5,35.71,US,39.39,0,FALSE,17.6344,49.38%
#222891,2/23/2021,2/23/2021,33,46.4,US,52.56,0,FALSE,11.2976,24.35%
#222890,2/23/2021,2/23/2021,0,22.78,US,28.33,0,FALSE,21.6468,95.03%
#222889,2/23/2021,2/23/2021,18.65,40.36,US,44.33,0,FALSE,19.9368,49.40%
#222888,2/23/2021,2/23/2021,15.5,23.17,US,26.49,0,FALSE,6.6104,28.53%
#222887,2/23/2021,2/23/2021,70.25,104.4,US,112.39,0,TRUE,29.6544,28.40%
#222886,2/23/2021,2/23/2021,69,125.5,US,134.6,0,TRUE,51.116,40.73%
#222885,2/23/2021,2/23/2021,16.35,40.99,US,48.98,0,FALSE,22.6808,55.33%
#222884,2/23/2021,2/23/2021,22.4,34.99,US,38.96,0,FALSE,11.0316,31.53%
#222883,2/23/2021,2/23/2021,6.25,12.23,US,20.22,0,FALSE,5.1712,42.28%
#222882,2/23/2021,2/23/2021,37.37,67.37,US,75.36,0,FALSE,26.9856,40.06%
#222881,2/23/2021,2/23/2021,22.5,77.1,US,77.1,0,TRUE,51.516,66.82%
#222880,2/23/2021,2/23/2021,11.17,27.31,US,30.9,0,FALSE,14.904,54.57%
#222879,2/23/2021,2/23/2021,9,16.61,US,20.06,0,FALSE,6.8076,40.98%
#222878,2/23/2021,2/23/2021,23.25,36.87,US,43.03,0,FALSE,11.8988,32.27%
#222877,2/23/2021,2/23/2021,10,15.08,US,23.07,0,FALSE,4.1572,27.57%
#222876,2/23/2021,2/23/2021,10.98,18.98,US,24.18,0,FALSE,7.0328,37.05%
#222875,2/23/2021,2/23/2021,41.1,90.22,US,98.21,0,TRUE,45.1916,50.09%
#222874,2/23/2021,2/23/2021,16.5,25.52,US,31.19,0,FALSE,7.7724,30.46%
#222873,2/23/2021,2/23/2021,66.75,104.08,US,104.08,0,TRUE,33.1668,31.87%
#222871,2/23/2021,2/23/2021,26.3,52.26,JP,71.21,0,FALSE,23.1116,44.22%
#222870,2/23/2021,2/23/2021,49.5,64.73,US,72.72,0,FALSE,12.3212,19.03%
#222869,2/23/2021,2/23/2021,14.5,15.81,US,19.78,0,FALSE,0.5188,3.28%
#222868,2/23/2021,2/23/2021,20,30.34,US,34.55,0,FALSE,8.958,29.53%
#222867,2/23/2021,2/23/2021,19.5,34.17,US,40.33,0,FALSE,13.0568,38.21%
#222866,2/23/2021,2/23/2021,24,46.17,US,49.86,0,FALSE,20.1756,43.70%
#222865,2/23/2021,2/23/2021,15,26.48,US,30.07,0,FALSE,10.2772,38.81%
#222864,2/23/2021,2/23/2021,22,45.98,US,49.95,0,FALSE,21.982,47.81%
#222863,2/23/2021,2/23/2021,14.5,24.64,US,32.63,0,FALSE,8.8348,35.86%
#222861,2/23/2021,2/23/2021,164,225.38,US,241.73,0,TRUE,51.7108,22.94%
#222860,2/23/2021,2/23/2021,27,40.12,US,43.27,0,FALSE,11.3892,28.39%
#222859,2/23/2021,2/23/2021,19.4,54.48,US,62.47,0,FALSE,32.5812,59.80%
#222858,2/23/2021,2/23/2021,70,92.14,US,92.14,0,TRUE,18.4544,20.03%
#222857,2/23/2021,2/23/2021,34.75,67.46,US,71.08,0,FALSE,29.8668,44.27%
#222856,2/23/2021,2/23/2021,48,83.62,US,83.62,0,TRUE,32.2752,38.60%
#222855,2/23/2021,2/23/2021,22.5,37.24,US,41.04,0,FALSE,13.0984,35.17%
#222854,2/23/2021,2/23/2021,12.5,20.89,US,26.28,0,FALSE,7.3388,35.13%
#222853,2/23/2021,2/23/2021,43.94,71.98,US,75.3,0,FALSE,25.028,34.77%
#222852,2/23/2021,2/23/2021,31,52.44,US,60.71,0,FALSE,19.0116,36.25%
#222851,2/23/2021,2/23/2021,18.75,26.98,US,30.78,0,FALSE,6.9988,25.94%
#222850,2/23/2021,2/23/2021,71,159.72,US,159.72,0,TRUE,82.3312,51.55%
#222849,2/23/2021,2/23/2021,16.5,25.52,US,29.14,0,FALSE,7.8544,30.78%
#222848,2/23/2021,2/23/2021,0,20.45,US,24.04,0,FALSE,19.4884,95.30%
#222847,2/23/2021,2/23/2021,24,39.44,US,44.11,0,FALSE,13.6756,34.67%
#222846,2/23/2021,2/23/2021,9.7,27.24,US,30.69,0,FALSE,16.3124,59.88%
#222845,2/23/2021,2/23/2021,11,23.48,US,27.07,0,FALSE,11.3972,48.54%
#222844,2/23/2021,2/23/2021,34.85,76.5,US,76.5,0,TRUE,38.59,50.44%
#222843,2/23/2021,2/23/2021,28,45.26,US,49.77,0,FALSE,15.2692,33.74%
#222842,2/23/2021,2/23/2021,5.5,12.23,US,15.55,0,FALSE,6.108,49.94%
#222841,2/23/2021,2/23/2021,7.5,13.92,US,17.51,0,FALSE,5.7196,41.09%
#222840,2/23/2021,2/23/2021,16,27.96,US,33.39,0,FALSE,10.6244,38.00%
#222839,2/23/2021,2/23/2021,20.95,41.08,US,45.05,0,FALSE,18.328,44.62%
#222838,2/23/2021,2/23/2021,14,25.13,US,28.72,0,FALSE,9.9812,39.72%
#222837,2/23/2021,2/23/2021,36,62.61,AU,87.04,0,FALSE,23.1284,36.94%
#222836,2/23/2021,2/23/2021,44.6,109.6,US,120.01,0,TRUE,60.1996,54.93%
#222835,2/23/2021,2/23/2021,29.59,60.97,US,64.94,0,FALSE,28.7824,47.21%
#222834,2/23/2021,2/23/2021,18.75,59.7,US,63.38,0,FALSE,38.4148,64.35%
#222833,2/23/2021,2/23/2021,49.5,102.24,US,110.23,0,TRUE,48.3308,47.27%
#222832,2/23/2021,2/23/2021,14,26.18,US,29.77,0,FALSE,10.9892,41.98%
#222831,2/23/2021,2/23/2021,24.17,48.56,US,52.53,0,FALSE,22.2888,45.90%
#222830,2/23/2021,2/23/2021,38.5,79.19,US,79.19,0,TRUE,37.5224,47.38%
#222829,2/23/2021,2/23/2021,69.04,132.08,US,140.07,0,TRUE,57.4372,43.49%
#222828,2/23/2021,2/23/2021,26,49.77,US,53.74,0,FALSE,21.6204,43.44%
#222827,2/23/2021,2/23/2021,42,58.8,US,64.63,0,FALSE,14.2148,24.17%
#222826,2/23/2021,2/23/2021,33,68.86,US,79.6,0,FALSE,32.676,47.45%
#222825,2/23/2021,2/23/2021,22,45.98,US,53.97,0,FALSE,21.8212,47.46%
#222824,2/23/2021,2/23/2021,12.5,79.62,US,79.62,0,TRUE,63.9352,80.30%
#222823,2/23/2021,2/23/2021,0,15.77,US,19.36,0,FALSE,14.9956,95.09%
#222822,2/23/2021,2/23/2021,15,35.53,US,39.12,0,FALSE,18.9652,53.38%
#222821,2/23/2021,2/23/2021,14,25.41,US,28.56,0,FALSE,10.2676,40.41%
#222820,2/23/2021,2/23/2021,14,26.8,US,30.77,0,FALSE,11.5692,43.17%
#222819,2/23/2021,2/23/2021,17.78,30.4,US,34.37,0,FALSE,11.2452,36.99%
#222818,2/23/2021,2/23/2021,11,27.92,US,31.24,0,FALSE,15.6704,56.13%
#222817,2/23/2021,2/23/2021,26.6,41.96,US,45.76,0,FALSE,13.5296,32.24%
#222816,2/23/2021,2/23/2021,23.45,56.91,US,60.88,0,FALSE,31.0248,54.52%
